Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review,Review Rating,Review Stars,Shipping Method,Table dim,Type Selected,# Customers,# Orders,# Products,Discount,Discount/Unit,Metric Selection,Metric Selection vs,Price,Profit,Profit/Unit,Quantity,Returned Quantity,Shipping Cost,Shipping Cost/Unit,Total Sales
Clothing,Canada,3787,21-04-2023 00:00:00,ORDER09266,Bank Transfer,817,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.34,0.17,528.3,2.0,400.24,95.33,47.665,2,4,25.29,12.645,528.32
Electronics,Canada,4158,27-10-2023 00:00:00,ORDER06263,Bank Transfer,683,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.18,0.18,415.5,1.0,506.68,74.6,74.6,1,3,5.77,5.77,415.48
Electronics,Canada,7485,07-05-2023 00:00:00,ORDER07328,Bank Transfer,285,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.04,"1,789.8",2.0,972.7,396.86,198.43,2,5,32.91,16.455,1789.77
Electronics,Canada,4796,05-02-2023 00:00:00,ORDER06999,Bank Transfer,289,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.06,0.015,"3,731.7",4.0,992.46,834.8,208.7,4,2,24.91,6.2275,3731.65
Electronics,Canada,5657,19-10-2023 00:00:00,ORDER08106,Bank Transfer,232,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.34,0.037777778,"3,432.8",9.0,577.91,1004.41,111.601111111,9,3,32.44,3.604444444,3432.79
Electronics,Canada,7273,03-04-2023 00:00:00,ORDER09133,Bank Transfer,766,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.18,0.025714286,"5,341.7",7.0,930.61,659.15,94.164285714,7,4,8.5,1.214285714,5341.7
Electronics,Canada,2213,20-06-2023 00:00:00,ORDER01539,Bank Transfer,161,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.11,0.11,471.6,1.0,529.9,114.58,114.58,1,5,28.28,28.28,471.61
Electronics,Canada,4725,25-02-2023 00:00:00,ORDER05907,Bank Transfer,634,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.26,0.028888889,"6,098.6",9.0,915.7,1034.43,114.936666667,9,1,7.73,0.858888889,6098.56
Electronics,Canada,8492,27-06-2023 00:00:00,ORDER08659,Bank Transfer,904,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.07,0.035,999.2,2.0,537.21,273.9,136.95,2,0,13.02,6.51,999.21
Electronics,Canada,7303,18-06-2023 00:00:00,ORDER03818,Bank Transfer,25,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.12,0.04,"1,643.8",3.0,622.64,310.1,103.366666667,3,1,26.54,8.846666667,1643.77
Electronics,Canada,3638,06-09-2023 00:00:00,ORDER01353,Bank Transfer,360,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.1,0.011111111,"3,711.4",9.0,458.2,1002.42,111.38,9,2,7.58,0.842222222,3711.42
Electronics,Canada,4306,06-12-2023 00:00:00,ORDER04985,Bank Transfer,257,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.14,0.02,367.9,7.0,61.11,77.62,11.088571429,7,3,21.41,3.058571429,367.88
Electronics,Canada,6011,27-11-2023 00:00:00,ORDER05353,Bank Transfer,736,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.33,0.11,"1,255.5",3.0,624.61,278.04,92.68,3,4,29.57,9.856666667,1255.47
Electronics,Canada,8440,04-05-2023 00:00:00,ORDER09466,Bank Transfer,129,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.39,0.13,51.4,3.0,28.1,11.82,3.94,3,5,18.07,6.023333333,51.42
Electronics,Canada,9299,10-04-2023 00:00:00,ORDER08362,Bank Transfer,992,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.29,0.029,"6,501.7",10.0,915.73,1438.61,143.861,10,1,18.69,1.869,6501.68
Electronics,Canada,8861,23-05-2023 00:00:00,ORDER09983,Bank Transfer,701,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.06,0.015,617.3,4.0,164.17,123.18,30.795,4,4,28.77,7.1925,617.28
Home,Canada,5155,07-12-2023 00:00:00,ORDER05042,Bank Transfer,265,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.01875,"2,860.6",8.0,420.68,655.96,81.995,8,2,48.04,6.005,2860.62
Home,Canada,2762,02-05-2023 00:00:00,ORDER03231,Bank Transfer,518,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.22,0.022,"7,347.8",10.0,942.03,1765.94,176.594,10,2,43.48,4.348,7347.83
Home,Canada,3853,19-11-2023 00:00:00,ORDER01252,Bank Transfer,524,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.14,0.046666667,"2,316.4",3.0,897.82,277.6,92.533333333,3,3,25.65,8.55,2316.38
Home,Canada,5020,28-12-2023 00:00:00,ORDER03398,Bank Transfer,792,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.31,0.155,607.8,2.0,440.41,107.55,53.775,2,2,44.86,22.43,607.77
Home,Canada,3723,28-02-2023 00:00:00,ORDER02511,Bank Transfer,995,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.01875,"2,794.9",8.0,411.02,725.91,90.73875,8,2,21.15,2.64375,2794.94
Home,Canada,5371,16-12-2023 00:00:00,ORDER03898,Bank Transfer,876,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.37,0.123333333,"1,478.9",3.0,782.5,256.64,85.546666667,3,5,24.52,8.173333333,1478.92
Home,Canada,8162,21-05-2023 00:00:00,ORDER02094,Bank Transfer,273,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.26,0.043333333,"1,604.8",6.0,361.45,440.77,73.461666667,6,3,3.67,0.611666667,1604.84
Home,Canada,4517,09-11-2023 00:00:00,ORDER09919,Bank Transfer,864,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.24,0.024,"2,535.9",10.0,333.67,316.89,31.689,10,0,29.41,2.941,2535.89
Home,Canada,4188,23-04-2023 00:00:00,ORDER06882,Bank Transfer,78,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.13,0.043333333,"2,213.5",3.0,848.07,395.53,131.843333333,3,2,23.34,7.78,2213.46
Home,Canada,6006,18-06-2023 00:00:00,ORDER06140,Bank Transfer,975,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.05,0.005,"8,034.3",10.0,845.72,1210.59,121.059,10,3,15.71,1.571,8034.34
Home,Canada,4922,17-02-2023 00:00:00,ORDER02310,Bank Transfer,953,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.28,0.093333333,"1,060.6",3.0,491.01,134.18,44.726666667,3,4,12.88,4.293333333,1060.58
Home,Canada,6201,08-01-2023 00:00:00,ORDER04037,Bank Transfer,355,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.25,0.0625,"1,498.0",4.0,499.32,266.13,66.5325,4,4,28.23,7.0575,1497.96
Sports,Canada,9005,28-07-2023 00:00:00,ORDER09382,Bank Transfer,420,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.07,0.007,"6,248.5",10.0,671.88,1469.87,146.987,10,4,43.15,4.315,6248.48
Sports,Canada,6359,16-02-2023 00:00:00,ORDER02603,Bank Transfer,554,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.22,0.073333333,"1,197.0",3.0,511.55,219.68,73.226666667,3,5,17.72,5.906666667,1197.03
Sports,Canada,9104,23-01-2023 00:00:00,ORDER02793,Bank Transfer,144,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.28,0.093333333,"1,372.7",3.0,635.51,145.33,48.443333333,3,5,45.88,15.293333333,1372.7
Sports,Canada,2589,01-03-2023 00:00:00,ORDER05037,Bank Transfer,426,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.015,229.6,10.0,27.01,32.18,3.218,10,1,7.67,0.767,229.58
Sports,Canada,9442,20-04-2023 00:00:00,ORDER06021,Bank Transfer,791,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.02,"2,199.5",4.0,597.7,230.53,57.6325,4,2,34.85,8.7125,2199.54
Sports,Canada,9565,03-09-2023 00:00:00,ORDER01337,Bank Transfer,17,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.04,79.4,2.0,43.14,19.12,9.56,2,5,13.96,6.98,79.38
Sports,Canada,2677,26-04-2023 00:00:00,ORDER08596,Bank Transfer,677,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.01,"3,405.1",8.0,462.65,815.83,101.97875,8,1,44.54,5.5675,3405.1
Sports,Canada,8601,23-04-2023 00:00:00,ORDER09223,Bank Transfer,767,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.21,0.02625,"2,955.2",8.0,467.59,612.46,76.5575,8,2,14.5,1.8125,2955.17
Sports,Canada,3506,07-06-2023 00:00:00,ORDER06617,Bank Transfer,636,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.4,0.4,97.3,1.0,162.18,10.12,10.12,1,4,37.84,37.84,97.31
Sports,Canada,7881,06-07-2023 00:00:00,ORDER02743,Bank Transfer,367,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.39,0.043333333,"5,334.6",9.0,971.7,1071.29,119.032222222,9,4,45.79,5.087777778,5334.63
Sports,Canada,2769,06-05-2023 00:00:00,ORDER07151,Bank Transfer,926,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.05,0.00625,"1,492.7",8.0,196.41,224.21,28.02625,8,0,28.85,3.60625,1492.72
Sports,Canada,8345,12-10-2023 00:00:00,ORDER02815,Bank Transfer,647,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.39,0.078,460.5,5.0,150.97,69.72,13.944,5,1,19.22,3.844,460.46
Sports,Canada,1872,12-06-2023 00:00:00,ORDER06502,Bank Transfer,204,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.38,0.063333333,"2,317.7",6.0,623.03,692.5,115.416666667,6,1,26.6,4.433333333,2317.67
Sports,Canada,5000,22-10-2023 00:00:00,ORDER03351,Bank Transfer,300,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.23,0.02875,"2,492.0",8.0,404.54,595.62,74.4525,8,1,19.92,2.49,2491.97
Sports,Canada,9505,07-08-2023 00:00:00,ORDER06978,Bank Transfer,311,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.22,0.055,"1,775.1",4.0,568.94,420.88,105.22,4,2,30.7,7.675,1775.09
Sports,Canada,8531,24-07-2023 00:00:00,ORDER08663,Bank Transfer,515,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.1,0.025,"2,232.9",4.0,620.26,526.03,131.5075,4,3,47.55,11.8875,2232.94
Sports,Canada,2901,26-12-2023 00:00:00,ORDER01600,Bank Transfer,758,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.24,0.08,"1,237.2",3.0,542.62,142.37,47.456666667,3,3,15.64,5.213333333,1237.17
Sports,Canada,4923,16-09-2023 00:00:00,ORDER09355,Bank Transfer,6,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.05,0.025,637.6,2.0,335.6,139.95,69.975,2,4,47.06,23.53,637.64
Books,France,5492,05-06-2023 00:00:00,ORDER08683,Bank Transfer,679,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.04,808.3,2.0,439.27,114.78,57.39,2,0,30.4,15.2,808.26
Books,France,8377,03-05-2023 00:00:00,ORDER06046,Bank Transfer,11,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.24,0.04,"2,326.2",6.0,510.14,340.22,56.703333333,6,1,18.24,3.04,2326.24
Books,France,9923,20-08-2023 00:00:00,ORDER02887,Bank Transfer,207,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.27,0.0675,"1,654.3",4.0,566.55,310.35,77.5875,4,0,47.23,11.8075,1654.33
Books,France,8520,17-05-2023 00:00:00,ORDER06668,Bank Transfer,506,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.2,0.033333333,"2,891.1",6.0,602.31,323.5,53.916666667,6,1,46.22,7.703333333,2891.09
Books,France,9768,07-12-2023 00:00:00,ORDER04983,Bank Transfer,258,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.29,0.048333333,"3,760.3",6.0,882.7,739.09,123.181666667,6,5,47.67,7.945,3760.3
Books,France,1485,02-05-2023 00:00:00,ORDER02623,Bank Transfer,283,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.3,0.042857143,627.1,7.0,127.98,100.81,14.401428571,7,5,35.83,5.118571429,627.1
Books,France,3221,07-11-2023 00:00:00,ORDER09401,Bank Transfer,724,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.03,883.8,5.0,207.95,219.06,43.812,5,1,26.27,5.254,883.79
Books,France,9948,26-10-2023 00:00:00,ORDER06970,Bank Transfer,858,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.34,0.085,"1,688.1",4.0,639.43,365.61,91.4025,4,3,27.25,6.8125,1688.1
Books,France,4128,19-07-2023 00:00:00,ORDER03382,Bank Transfer,395,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.37,0.0925,"1,519.9",4.0,603.14,163.33,40.8325,4,5,30.69,7.6725,1519.91
Books,France,2147,12-03-2023 00:00:00,ORDER04582,Bank Transfer,199,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.35,0.35,85.6,1.0,131.65,17.53,17.53,1,0,13.78,13.78,85.57
Books,France,7037,24-06-2023 00:00:00,ORDER03265,Bank Transfer,191,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.38,0.19,747.0,2.0,602.39,150.99,75.495,2,4,16.13,8.065,746.96
Books,France,4794,06-10-2023 00:00:00,ORDER01347,Bank Transfer,378,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.29,0.032222222,"4,836.1",9.0,756.83,549.04,61.004444444,9,4,7.64,0.848888889,4836.14
Books,France,6341,08-07-2023 00:00:00,ORDER03226,Bank Transfer,361,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.27,0.027,"3,272.2",10.0,448.25,979.1,97.91,10,4,2.03,0.203,3272.22
Clothing,France,6472,03-12-2023 00:00:00,ORDER08036,Bank Transfer,413,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.28,0.093333333,494.4,3.0,228.87,51.88,17.293333333,3,4,44.67,14.89,494.36
Clothing,France,3290,17-01-2023 00:00:00,ORDER08587,Bank Transfer,355,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.27,0.038571429,"2,289.6",7.0,448.07,560.52,80.074285714,7,5,15.45,2.207142857,2289.64
Clothing,France,4155,15-03-2023 00:00:00,ORDER07097,Bank Transfer,726,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.28,0.031111111,754.0,9.0,116.35,145.01,16.112222222,9,1,42.34,4.704444444,753.95
Clothing,France,6571,05-01-2023 00:00:00,ORDER07996,Bank Transfer,450,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.09,0.03,76.0,3.0,27.84,12.26,4.086666667,3,4,36.78,12.26,76
Clothing,France,1475,08-06-2023 00:00:00,ORDER02402,Bank Transfer,754,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.27,0.027,123.7,10.0,16.94,24.91,2.491,10,5,42.77,4.277,123.66
Clothing,France,1420,08-08-2023 00:00:00,ORDER07006,Bank Transfer,784,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.2,0.05,"1,735.6",4.0,542.36,461.97,115.4925,4,4,20.94,5.235,1735.55
Clothing,France,4118,11-02-2023 00:00:00,ORDER04609,Bank Transfer,903,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.21,0.021,"5,768.4",10.0,730.18,800.77,80.077,10,5,31.42,3.142,5768.42
Clothing,France,7722,28-06-2023 00:00:00,ORDER08677,Bank Transfer,955,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.28,0.046666667,678.6,6.0,157.08,176.91,29.485,6,0,7.59,1.265,678.59
Clothing,France,1453,07-10-2023 00:00:00,ORDER05294,Bank Transfer,926,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.16,0.16,658.1,1.0,783.49,116.06,116.06,1,3,43.1,43.1,658.13
Clothing,France,3567,03-07-2023 00:00:00,ORDER01574,Bank Transfer,244,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.22,0.022,"5,460.2",10.0,700.03,1020.14,102.014,10,3,41.08,4.108,5460.23
Clothing,France,2348,26-03-2023 00:00:00,ORDER08453,Bank Transfer,180,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.31,0.155,126.1,2.0,91.4,31.23,15.615,2,1,48.96,24.48,126.13
Clothing,France,1741,01-04-2023 00:00:00,ORDER01477,Bank Transfer,339,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.35,0.058333333,"2,916.9",6.0,747.91,463.46,77.243333333,6,3,40.66,6.776666667,2916.85
Clothing,France,2970,15-01-2023 00:00:00,ORDER02254,Bank Transfer,719,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.18,0.025714286,"4,762.5",7.0,829.71,1315.5,187.928571429,7,4,42.7,6.1,4762.54
Electronics,France,5611,10-01-2023 00:00:00,ORDER03613,Bank Transfer,402,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.13,0.026,"2,774.0",5.0,637.69,442,88.4,5,1,17.91,3.582,2773.95
Electronics,France,1773,28-12-2023 00:00:00,ORDER05316,Bank Transfer,233,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.03,"1,723.4",5.0,405.5,310.82,62.164,5,3,5.49,1.098,1723.38
Electronics,France,8914,11-07-2023 00:00:00,ORDER01745,Bank Transfer,560,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.34,0.068,631.2,5.0,191.27,149.08,29.816,5,5,33.84,6.768,631.19
Electronics,France,9912,14-10-2023 00:00:00,ORDER02740,Bank Transfer,923,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.1,0.016666667,"5,117.4",6.0,947.67,714.75,119.125,6,1,38.7,6.45,5117.42
Electronics,France,6680,16-03-2023 00:00:00,ORDER09672,Bank Transfer,480,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.38,0.038,"1,528.2",10.0,246.49,203.89,20.389,10,1,12.86,1.286,1528.24
Electronics,France,2906,23-05-2023 00:00:00,ORDER05512,Bank Transfer,382,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.32,0.106666667,"1,092.8",3.0,535.67,299.71,99.903333333,3,2,11.33,3.776666667,1092.77
Electronics,France,1955,08-11-2023 00:00:00,ORDER05306,Bank Transfer,684,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.08,0.013333333,"2,686.5",6.0,486.69,508.72,84.786666667,6,4,8.12,1.353333333,2686.53
Electronics,France,3199,02-08-2023 00:00:00,ORDER05183,Bank Transfer,715,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.39,0.055714286,"1,546.8",7.0,362.24,323.75,46.25,7,1,39.85,5.692857143,1546.76
Electronics,France,2660,23-08-2023 00:00:00,ORDER08175,Bank Transfer,912,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.35,0.175,355.8,2.0,273.72,103.17,51.585,2,5,27.85,13.925,355.84
Electronics,France,4910,06-06-2023 00:00:00,ORDER01436,Bank Transfer,529,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.16,0.026666667,"2,093.4",6.0,415.35,272.21,45.368333333,6,5,32.11,5.351666667,2093.36
Electronics,France,8388,19-01-2023 00:00:00,ORDER09634,Bank Transfer,55,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.06,0.01,"3,701.8",6.0,656.35,937.21,156.201666667,6,5,10.72,1.786666667,3701.81
Home,France,5699,06-08-2023 00:00:00,ORDER03292,Bank Transfer,58,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.15,0.15,622.9,1.0,732.84,113.61,113.61,1,0,5.28,5.28,622.91
Home,France,9458,23-05-2023 00:00:00,ORDER06225,Bank Transfer,356,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.23,0.076666667,712.3,3.0,308.36,209.95,69.983333333,3,0,5.74,1.913333333,712.31
Home,France,5702,28-04-2023 00:00:00,ORDER08419,Bank Transfer,765,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.05,0.00625,280.8,8.0,36.95,31.92,3.99,8,1,2.46,0.3075,280.82
Home,France,5627,09-11-2023 00:00:00,ORDER04750,Bank Transfer,230,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.07,0.01,"6,327.6",7.0,971.98,907.75,129.678571429,7,4,47.16,6.737142857,6327.59
Home,France,4276,07-08-2023 00:00:00,ORDER06034,Bank Transfer,195,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.19,0.038,"2,359.2",5.0,582.52,562.79,112.558,5,5,33.27,6.654,2359.21
Home,France,2599,26-08-2023 00:00:00,ORDER07669,Bank Transfer,746,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.24,0.06,"2,499.2",4.0,822.12,577.69,144.4225,4,1,22.52,5.63,2499.24
Home,France,1234,13-01-2023 00:00:00,ORDER01878,Bank Transfer,101,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.37,0.061666667,"1,421.5",6.0,376.07,276.9,46.15,6,1,8.73,1.455,1421.54
Home,France,2036,26-04-2023 00:00:00,ORDER09299,Bank Transfer,291,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.09,0.012857143,"1,197.1",7.0,187.93,148.46,21.208571429,7,2,18.8,2.685714286,1197.11
Home,France,8378,13-05-2023 00:00:00,ORDER08221,Bank Transfer,658,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.38,0.076,659.1,5.0,212.62,172.47,34.494,5,2,4.69,0.938,659.12
Home,France,7535,25-06-2023 00:00:00,ORDER01490,Bank Transfer,270,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.33,0.33,159.6,1.0,238.23,40.88,40.88,1,0,24.75,24.75,159.61
Home,France,5356,08-07-2023 00:00:00,ORDER09547,Bank Transfer,237,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.1,0.05,641.1,2.0,356.15,133.63,66.815,2,1,37.83,18.915,641.07
Home,France,7328,04-06-2023 00:00:00,ORDER01537,Bank Transfer,803,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.18,0.03,"4,566.8",6.0,928.21,920.54,153.423333333,6,3,8.35,1.391666667,4566.79
Home,France,9584,11-03-2023 00:00:00,ORDER04522,Bank Transfer,291,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.06,0.008571429,"3,500.5",7.0,531.99,768.93,109.847142857,7,3,26.04,3.72,3500.49
Home,France,4470,09-11-2023 00:00:00,ORDER01554,Bank Transfer,772,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.25,0.027777778,"5,058.5",9.0,749.4,1125.71,125.078888889,9,4,36.59,4.065555556,5058.45
Home,France,9958,21-08-2023 00:00:00,ORDER09091,Bank Transfer,977,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.23,0.032857143,"2,238.6",7.0,415.32,436.47,62.352857143,7,5,29.69,4.241428571,2238.57
Home,France,1573,04-08-2023 00:00:00,ORDER02536,Bank Transfer,501,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.22,0.024444444,"6,271.1",9.0,893.32,1729.48,192.164444444,9,0,44.18,4.908888889,6271.11
Home,France,8110,08-06-2023 00:00:00,ORDER06103,Bank Transfer,551,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.4,0.1,573.5,4.0,238.97,124.19,31.0475,4,2,3.05,0.7625,573.53
Home,France,1669,19-07-2023 00:00:00,ORDER01279,Bank Transfer,262,Yes,5 Stars,5,★★★★★,Standard,True,Bank Transfer,1,1,1,0.2,0.022222222,"6,501.5",9.0,902.99,1230.69,136.743333333,9,5,49.72,5.524444444,6501.53
Sports,France,3799,25-03-2023 00:00:00,ORDER05101,Bank Transfer,524,Yes,1 Stars,1,★☆☆☆☆,Standard,True,Bank Transfer,1,1,1,0.38,0.076,"1,544.3",5.0,498.17,227.6,45.52,5,3,35.96,7.192,1544.33
Sports,France,3443,06-05-2023 00:00:00,ORDER02270,Bank Transfer,474,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.09,0.0225,"3,130.1",4.0,859.91,532.95,133.2375,4,1,48.52,12.13,3130.07
Sports,France,3442,15-06-2023 00:00:00,ORDER06492,Bank Transfer,105,Yes,2 Stars,2,★★☆☆☆,Standard,True,Bank Transfer,1,1,1,0.17,0.034,677.5,5.0,163.26,138.42,27.684,5,1,39.16,7.832,677.53
Sports,France,8928,02-11-2023 00:00:00,ORDER01360,Bank Transfer,926,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.22,0.031428571,"1,037.9",7.0,190.09,220.68,31.525714286,7,1,34.78,4.968571429,1037.89
Sports,France,1967,27-11-2023 00:00:00,ORDER03175,Bank Transfer,536,Yes,3 Stars,3,★★★☆☆,Standard,True,Bank Transfer,1,1,1,0.3,0.042857143,"2,776.5",7.0,566.64,449,64.142857143,7,1,20.92,2.988571429,2776.54
Sports,France,1682,22-10-2023 00:00:00,ORDER02755,Bank Transfer,786,Yes,4 Stars,4,★★★★☆,Standard,True,Bank Transfer,1,1,1,0.29,0.032222222,"4,521.1",9.0,707.53,904.23,100.47,9,0,31.93,3.547777778,4521.12
